Vendor,Network / Site,VendorNetworkID,Datasource,Mediaplan,Campaign Mp Label,Campaign upper,Campaign Name
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPSJUMBO_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPSJUMBO_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_GOOGLE_YOUTUBE_FROOTLOOPSJUMBO_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Cheez It_Facebook_Facebook_Reach_CPM_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Cheez It_Facebook_Instagram_Reach_CPM_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Chefs_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_CHEFS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_CHEFS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Despierta mucho mas_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Despierta mucho mas_Affinity Audiences_CPV_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Hagamos Familia_Affinity Audiences_CPV_Breakfast for one,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_HAGAMOSFAMILIA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_HAGAMOSFAMILIA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Ke Heroes_Affinity Audiences_CPM_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_KEHEROES_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_KEHEROES_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Ke Heroes_Affinity Audiences_CPV_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_KEHEROES_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_KEHEROES_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Hagamos Familia_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for one,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_HAGAMOSFAMILIA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_HAGAMOSFAMILIA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Ke Heroes_Facebook_Facebook_Reach_CPM_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_KEHEROES_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_KEHEROES_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Masterbrand_Seasonal_Ke Heroes_Facebook_Instagram_Reach_CPM_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_KEHEROES_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_KEHEROES_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Always On Pride_Facebook_Instagram_Engagement_CPE_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONPRIDE_FACEBOOK_INSTAGRAM_ENGAGEMENT_CPE_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONPRIDE_FACEBOOK_INSTAGRAM_ENGAGEMENT_CPE_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Always On Quedate en Casa_Facebook_Facebook and Instagram_Engagement_CPE_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_AlwaysOn_Facebook_Facebook and Instagram_Reach_CPM_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Google_Youtube_Mega Stack_Placements Videos_CPV_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGASTACK_PLACEMENTSVIDEOS_CPV_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MEGASTACK_PLACEMENTSVIDEOS_CPV_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Google_Youtube_Movimiento Pringles_Placements Videos_CPV_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Google_Youtube_Snackea y Gana_Placements Videos_CPV_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_PLACEMENTSVIDEOS_CPV_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_PLACEMENTSVIDEOS_CPV_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Google_Youtube_SnackeayGana_AffinityAudiences_CPA_EveningMe,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_AFFINITYAUDIENCES_CPA_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_AFFINITYAUDIENCES_CPA_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Google_Youtube_Wavy_Affinity Audiences_CPV_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_WAVY_AFFINITYAUDIENCES_CPV_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_WAVY_AFFINITYAUDIENCES_CPV_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Mega Stack_Facebook_Facebook and Instagram_Engagement_CPE_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MEGASTACK_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MEGASTACK_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Mega Stack_Facebook_Facebook and Instagram_Reach_CPM_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MEGASTACK_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MEGASTACK_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Facebook_Facebook and Instagram_Engagement_CPE_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Facebook_Facebook and Instagram_Video Views_CPCV_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Facebook_Instagram_Reach_CPM_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Snackea y Gana_Facebook_Facebook and Instagram_Reach_CPM_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Stay Home & Cae Mejor_Facebook_Facebook and Instagram_Reach_CPM_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_STAYHOME&CAEMEJOR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_STAYHOME&CAEMEJOR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Wavy_Facebook_Facebook and Instagram_Reach_CPM_Evening Me,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Rice Krispies_Seasonal_Amor para Llevar_Facebook_Facebook and Instagram_Reach_CPM_Mid-Morning snack,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Rice Krispies_Seasonal_Chefs_Facebook_Facebook and Instagram_Reach_CPM_Mid-Morning snack,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_CHEFS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_CHEFS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Rice Krispies_Seasonal_Google_Youtube_Amor para Llevar_Affinity Audiences_CPV_Mid-Morning snack,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_AMORPARALLEVAR_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_AMORPARALLEVAR_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Rice Krispies_Seasonal_Google_Youtube_Rice Krispies Treat_Affinity Audiences_CPM_Mid-Morning snack,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Rice Krispies_Seasonal_Google_Youtube_Rice Krispies Treat_Affinity Audiences_CPV_Mid-Morning snack,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_RICEKRISPIESTREAT_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Rice Krispies_Seasonal_Rice Krispies Treat_Facebook_Facebook_Reach_CPM_Mid-Morning snack,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Rice Krispies_Seasonal_Rice Krispies Treat_Facebook_Instagram_Reach_CPM_Mid-Morning snack,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_DIADELAMADRE_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_DIADELAMADRE_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_DIADELAMADRE_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_DIADELAMADRE_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_DIADELAMADRE_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_DIADELAMADRE_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_DÍADELAMADRE_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_DÍADELAMADRE_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_RICEKRISPIES_SEASONAL_GOOGLE_YOUTUBE_DÍADELAMADRE_AFFINITYAUDIENCES_CPM_MID-MORNINGSNACK
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Special K_Seasonal_Google_Youtube_Reposicionamiento_Affinity Audiences_CPV_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Special K_Seasonal_Reposicionamiento_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One,MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_GTM_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE
